season,contestant_id,celebrity_name,mu_mean,mu_median,mu_q025,mu_q975,mu_rank
1,0,Evander Holyfield,0.10209805272174935,0.09929567405132214,0.022263275629287985,0.22244626661223144,2
1,1,Joey McIntyre,0.12469678229988058,0.09866361663820206,0.013390284615674972,0.38623931962732316,1
1,2,John O'Hurley,0.03762807958756056,0.04232963548178934,-0.0519069689626179,0.18875764072066717,3
1,3,Kelly Monaco,0.03762480070871869,0.04177388175611102,-0.14778808907982813,0.17730744388268072,4
1,4,Rachel Hunter,-0.17396875272077625,-0.15568087933424335,-0.39720160718126485,-0.08868526833804134,6
1,5,Trista Sutter,-0.12807896259713297,-0.11427393946733148,-0.34373273120545944,-0.006295871516673277,5
2,0,Drew Lachey,-0.13971100150963275,-0.1337323148732732,-0.3038824752924524,0.0884460454637676,9
2,1,George Hamilton,0.042043787056371955,0.06647592515899663,-0.044313302021243436,0.22028784880904156,4
2,2,Giselle Fernandez,-0.1430380297227244,-0.14139132362169063,-0.26663664570369117,-0.05210105494949055,10
2,3,Jerry Rice,0.2355377210713945,0.23264458515293682,0.12251739100129881,0.5089491699210933,1
2,4,Kenny Mayne,-0.08570894039607328,-0.03651044264855881,-0.3369913735039311,0.17612303711379879,7
2,5,Lisa Rinna,-0.04497768419492491,-0.054821183195686615,-0.1232144118678106,8.071581226120825e-05,5
2,6,Master P,0.20102443938013437,0.14839660793239634,0.10051663591246075,0.5420956111238289,2
2,7,Stacy Keibler,0.11507766408019995,0.1979967713253668,-0.07313443085810073,0.21203045412277183,3
2,8,Tatum O'Neal,-0.13334795381962558,-0.15879519754613078,-0.4494357406951054,0.023068331612012785,8
2,9,Tia Carrere,-0.046900001945119875,-0.0058982439029184736,-0.7065128171362917,0.125802360138006,6
3,0,Emmitt Smith,0.05083877855706504,0.012014569422397314,-0.11915088876820547,0.27172291993999437,2
3,1,Harry Hamlin,-0.07348222174548978,-0.07256110166774966,-0.24293682378314677,0.11923838785941224,11
3,2,Jerry Springer,-0.0016911260256299685,0.003990726119189065,-0.17439082951802057,0.1830487447742019,5
3,3,Joey Lawrence,0.07455179683490168,0.05866666002506497,-0.13633410438789048,0.3042647647632657,1
3,4,Mario Lopez,0.03630683694894987,0.04673159578901829,-0.18065223614969636,0.179093865587921,4
3,5,Monique Coleman,-0.02907576041303959,-0.03503459395097688,-0.22744303381640452,0.157108672436975,9
3,6,Sara Evans,0.04309623087404158,0.040913604995570965,-0.1912379262254331,0.2863354981239482,3
3,7,Shanna Moakler,-0.059175423129357474,-0.05971000574393174,-0.2636979850902074,0.25574333995663584,10
3,8,Tucker Carlson,-0.01297656536523109,-0.02539272718967077,-0.257625892383573,0.20437219953916982,7
3,9,Vivica A. Fox,-0.025676340075656126,-0.017870014274394844,-0.3063430712352288,0.14484491029476945,8
3,10,Willa Ford,-0.0027162064605541435,-0.00663060117562322,-0.15840436142112507,0.21205581237949706,6
4,0,Apolo Anton Ohno,0.045573711828668484,0.0210467140407488,-0.12715091203985227,0.3186012746587332,2
4,1,Billy Ray Cyrus,0.06717599875174653,0.08875674956437296,-0.136121822343162,0.24862912747538524,1
