season,contestant_id,celebrity_name,mu_mean,mu_median,mu_q025,mu_q975,mu_rank
1,0,Evander Holyfield,0.10093605142522165,0.13823755456139494,-1.6987714254052637,1.7665720641857072,2
1,1,Joey McIntyre,0.09831988520383501,0.06338052234838794,-1.6373695887279316,1.8307756405202624,3
1,2,John O'Hurley,0.0820438301533253,0.09303579007523821,-1.68389764009244,1.8507242552006056,4
1,3,Kelly Monaco,0.22136790147717098,0.2268429797127935,-1.6053275777483367,2.00144021217819,1
1,4,Rachel Hunter,-0.1718600555681435,-0.17380080914681478,-1.942746581577175,1.641992432857827,5
1,5,Trista Sutter,-0.33080761269140946,-0.3508921625862613,-1.959076982504891,1.4107435952743757,6
2,0,Drew Lachey,0.1609382541844254,0.1497223384819328,-1.6625934054707656,1.9718352941286583,4
2,1,George Hamilton,0.05830600431729744,0.06772096708722958,-1.6493381141459291,1.647118610352972,5
2,2,Giselle Fernandez,-0.5124908343417358,-0.5564220270805931,-2.0387129459703996,1.3501503126270114,10
2,3,Jerry Rice,0.4748029183232847,0.5009285983934738,-1.4286758803073365,2.188508782174131,1
2,4,Kenny Mayne,-0.19385417983487924,-0.18225027441335018,-1.8310841808077405,1.5745966400233535,7
2,5,Lisa Rinna,0.016252019173172,0.012939853567950688,-1.773400679245414,1.8483563758649846,6
2,6,Master P,0.39156203929411426,0.4942273683692202,-1.49776114543619,1.9641977773293755,2
2,7,Stacy Keibler,0.1781929482846902,0.18099703010664356,-1.515444190423401,1.7809881666762462,3
2,8,Tatum O'Neal,-0.29544513314573306,-0.2913162091935467,-2.0830921100222564,1.3616345885468653,9
2,9,Tia Carrere,-0.27826403625463597,-0.27535810177661135,-1.964178281959159,1.2662014721519665,8
3,0,Emmitt Smith,-0.09575457746572082,-0.08114262732435029,-2.062597202437842,1.7600551440670713,11
3,1,Harry Hamlin,-0.05837050170454279,-0.08360399339960503,-1.7828153540626752,1.743141957128425,10
3,2,Jerry Springer,0.03912876160801199,0.04440449561552295,-1.7798045662145103,1.8745159203555095,4
3,3,Joey Lawrence,0.1371292305486097,0.1261039886340457,-1.656752442733866,2.0440911556077856,1
3,4,Mario Lopez,0.04463095785319053,0.06847089410298227,-1.913576228080397,1.8800364911785057,3
3,5,Monique Coleman,0.049617520976768706,0.052653928820063006,-1.7418811814133925,1.756559435780383,2
3,6,Sara Evans,-0.04148814547139774,-0.019177533418305255,-1.9030796108423584,1.6820987492781312,9
3,7,Shanna Moakler,-0.020924853189789587,-0.049267375677824465,-1.6287474776997246,1.9446381689558156,6
3,8,Tucker Carlson,-0.0304850823624629,-0.0421599028684642,-1.8986151932176083,1.8945069526452152,7
3,9,Vivica A. Fox,0.015402917183971595,0.005403664692712442,-1.912303740173723,1.9273910971275205,5
3,10,Willa Ford,-0.03888622797663872,-0.0009770320830290447,-1.9143960345550743,1.672074470229038,8
4,0,Apolo Anton Ohno,0.0661322137374579,0.05880455828564007,-1.735033297394271,2.146521717336147,2
4,1,Billy Ray Cyrus,0.01512536180309172,0.04875856170433991,-1.8410765154964763,1.720284142373951,6
