season,week,contestant_id,celebrity_name,judge_total,p_mean,p_median,p_q025,p_q975
1,1,0,Evander Holyfield,18.0,0.11894770526269507,0.08333409227545154,0.006811993504776221,0.43148965393131616
1,1,1,Joey McIntyre,20.0,0.27549938191104983,0.22353354878852844,0.030126144748804817,0.72271101866343
1,1,2,John O'Hurley,20.0,0.27312224167022053,0.22504424101753998,0.029907969122044714,0.7685413757941209
1,1,3,Kelly Monaco,13.0,0.029339202344624206,0.007037118817273173,8.373406320355365e-05,0.19485309295120531
1,1,4,Rachel Hunter,20.0,0.22752834058827334,0.17379412840495137,0.01961337767606944,0.6820351885720064
1,1,5,Trista Sutter,18.0,0.07556312822313702,0.04874695217163317,0.005590724404903985,0.30034302691290693
1,2,0,Evander Holyfield,14.0,0.03100927286305,0.011773891876386486,0.00015401164220183065,0.16424210815894397
1,2,1,Joey McIntyre,21.0,0.14608177133990624,0.08933119297141179,0.005617280580369427,0.5459600173339171
1,2,2,John O'Hurley,26.0,0.4678202442834027,0.44260549067131566,0.06172455097689607,0.9317089763402528
1,2,3,Kelly Monaco,17.0,0.06722827553524284,0.030039929636255756,0.000824419500823176,0.3470497946242868
1,2,4,Rachel Hunter,24.0,0.23531778188929858,0.18311473829591046,0.017324442768055934,0.6986002983831149
1,2,5,Trista Sutter,19.0,0.052542654089099625,0.030000131082780122,0.0020683745428046393,0.2372095454215384
1,3,0,Evander Holyfield,13.0,0.029152273736702337,0.010707455745457159,0.0001785594367823564,0.16342290524240974
1,3,1,Joey McIntyre,22.0,0.17991653052672602,0.1211276727179815,0.010998273958904584,0.6066114519171396
1,3,2,John O'Hurley,24.0,0.268345195833503,0.2187717320468944,0.02642457082432588,0.758640992390419
1,3,3,Kelly Monaco,21.0,0.154451249564964,0.10525629615250721,0.00873642886114117,0.5474167339582529
1,3,4,Rachel Hunter,26.0,0.3681347503381046,0.34117402488487003,0.03064891390044329,0.8645777009853116
1,4,1,Joey McIntyre,20.0,0.06818090047186198,0.02696091520578362,0.00046111967348326716,0.3879581751531865
1,4,2,John O'Hurley,21.0,0.0818177406970037,0.041300132929134176,0.0015016008292757523,0.40168163527807776
1,4,3,Kelly Monaco,26.0,0.5598418666466515,0.5799692138472211,0.1030201889067467,0.9476265419465929
1,4,4,Rachel Hunter,25.0,0.29015949218448295,0.2351196188927206,0.019736161768328715,0.7858064598658895
1,5,1,Joey McIntyre,22.5,0.10360789925749932,0.04638510059616328,0.0006027044798054052,0.5029945489689598
1,5,2,John O'Hurley,27.0,0.7339327666315004,0.8157170782952039,0.15055301234750415,0.9950085605466398
1,5,3,Kelly Monaco,23.5,0.1624593341110003,0.09725588247536895,0.002771005967308271,0.6397744960509335
1,6,2,John O'Hurley,27.0,0.1396879541888399,0.06805871814584631,0.0017787161563296463,0.6339502625118076
1,6,3,Kelly Monaco,27.5,0.86031204581116,0.9319412818541537,0.36604973748819125,0.9982212838436703
